"","Ensembl","Symbols","Entrez"
"ENSMUSG00000059363 - Fxn","ENSMUSG00000059363","Fxn","14297"
"ENSMUSG00000024867 - Pip5k1b","ENSMUSG00000024867","Pip5k1b","18719"
"ENSMUSG00000074922 - Pabir1","ENSMUSG00000074922","Pabir1","68034"
"ENSMUSG00000048572 - Tmem252","ENSMUSG00000048572","Tmem252","226040"
"ENSMUSG00000041731 - Pgm5","ENSMUSG00000041731","Pgm5","226041"
"ENSMUSG00000051490 - Foxd4","ENSMUSG00000051490","Foxd4","14237"
"ENSMUSG00000024878 - Zng1","ENSMUSG00000024878","Zng1","226043"
"ENSMUSG00000052085 - Dock8","ENSMUSG00000052085","Dock8","76088"
"ENSMUSG00000032702 - Kank1","ENSMUSG00000032702","Kank1","107351"
"ENSMUSG00000118238 - Gm34432","ENSMUSG00000118238","Gm34432","102637686"
"ENSMUSG00000048138 - Dmrt2","ENSMUSG00000048138","Dmrt2","226049"
"ENSMUSG00000098105 - Gm8825","ENSMUSG00000098105","Gm8825","667806"
"ENSMUSG00000024921 - Smarca2","ENSMUSG00000024921","Smarca2","67155"
"ENSMUSG00000093772 - 4931403E22Rik","ENSMUSG00000093772","4931403E22Rik","70942"
"ENSMUSG00000024924 - Vldlr","ENSMUSG00000024924","Vldlr","22359"
"ENSMUSG00000047298 - Kcnv2","ENSMUSG00000047298","Kcnv2","240595"
"ENSMUSG00000041360 - Pum3","ENSMUSG00000041360","Pum3","52874"
"ENSMUSG00000040929 - Rfx3","ENSMUSG00000040929","Rfx3","19726"
"ENSMUSG00000052942 - Glis3","ENSMUSG00000052942","Glis3","226075"
"ENSMUSG00000097735 - D930032P07Rik","ENSMUSG00000097735","D930032P07Rik","320176"
"ENSMUSG00000024935 - Slc1a1","ENSMUSG00000024935","Slc1a1","20510"
"ENSMUSG00000064202 - Spata6l","ENSMUSG00000064202","Spata6l","381218"
"ENSMUSG00000040105 - Plpp6","ENSMUSG00000040105","Plpp6","74411"
"ENSMUSG00000024780 - Cdc37l1","ENSMUSG00000024780","Cdc37l1","67072"
"ENSMUSG00000063754 - Gm10136","ENSMUSG00000063754","Gm10136","672214"
"ENSMUSG00000024782 - Ak3","ENSMUSG00000024782","Ak3","56248"
"ENSMUSG00000118038 - Gm9895","ENSMUSG00000118038","Gm9895","100503337"
"ENSMUSG00000024785 - Rcl1","ENSMUSG00000024785","Rcl1","59028"
"ENSMUSG00000024789 - Jak2","ENSMUSG00000024789","Jak2","16452"
"ENSMUSG00000050957 - Insl6","ENSMUSG00000050957","Insl6","27356"
"ENSMUSG00000016495 - Plgrkt","ENSMUSG00000016495","Plgrkt","67759"
"ENSMUSG00000016496 - Cd274","ENSMUSG00000016496","Cd274","60533"
"ENSMUSG00000016498 - Pdcd1lg2","ENSMUSG00000016498","Pdcd1lg2","58205"
"ENSMUSG00000097855 - A930007I19Rik","ENSMUSG00000097855","A930007I19Rik","77779"
"ENSMUSG00000038658 - Ric1","ENSMUSG00000038658","Ric1","226089"
"ENSMUSG00000046324 - Ermp1","ENSMUSG00000046324","Ermp1","226090"
"ENSMUSG00000024806 - Mlana","ENSMUSG00000024806","Mlana","77836"
"ENSMUSG00000046138 - 9930021J03Rik","ENSMUSG00000046138","9930021J03Rik","240613"
"ENSMUSG00000074909 - Ranbp6","ENSMUSG00000074909","Ranbp6","240614"
"ENSMUSG00000024810 - Il33","ENSMUSG00000024810","Il33","77125"
"ENSMUSG00000024817 - Uhrf2","ENSMUSG00000024817","Uhrf2","109113"
"ENSMUSG00000024827 - Gldc","ENSMUSG00000024827","Gldc","104174"
"ENSMUSG00000052920 - Prkg1","ENSMUSG00000052920","Prkg1","19091"
"ENSMUSG00000053536 - Cstf2t","ENSMUSG00000053536","Cstf2t","83410"
"ENSMUSG00000052595 - A1cf","ENSMUSG00000052595","A1cf","69865"
"ENSMUSG00000024887 - Asah2","ENSMUSG00000024887","Asah2","54447"
"ENSMUSG00000040451 - Sgms1","ENSMUSG00000040451","Sgms1","208449"
"ENSMUSG00000097787 - Sgms1os1","ENSMUSG00000097787","Sgms1os1","67188"
"ENSMUSG00000062456 - Rpl9-ps6","ENSMUSG00000062456","Rpl9-ps6","100042823"
"ENSMUSG00000024896 - Minpp1","ENSMUSG00000024896","Minpp1","17330"
"ENSMUSG00000024899 - Papss2","ENSMUSG00000024899","Papss2","23972"
"ENSMUSG00000013662 - Atad1","ENSMUSG00000013662","Atad1","67979"
"ENSMUSG00000013663 - Pten","ENSMUSG00000013663","Pten","19211"
"ENSMUSG00000071573 - Rnls","ENSMUSG00000071573","Rnls","67795"
"ENSMUSG00000024766 - Lipo3","ENSMUSG00000024766","Lipo3","381236"
"ENSMUSG00000087303 - Lipo2","ENSMUSG00000087303","Lipo2","101055671"
"ENSMUSG00000024768 - Lipf","ENSMUSG00000024768","Lipf","67717"
"ENSMUSG00000024771 - Lipk","ENSMUSG00000024771","Lipk","240633"
"ENSMUSG00000024770 - Lipn","ENSMUSG00000024770","Lipn","70166"
"ENSMUSG00000056078 - Lipm","ENSMUSG00000056078","Lipm","78753"
"ENSMUSG00000024774 - Ankrd22","ENSMUSG00000024774","Ankrd22","52024"
"ENSMUSG00000024776 - Stambpl1","ENSMUSG00000024776","Stambpl1","76630"
"ENSMUSG00000035783 - Acta2","ENSMUSG00000035783","Acta2","11475"
"ENSMUSG00000024778 - Fas","ENSMUSG00000024778","Fas","14102"
"ENSMUSG00000050370 - Ch25h","ENSMUSG00000050370","Ch25h","12642"
"ENSMUSG00000024781 - Lipa","ENSMUSG00000024781","Lipa","16889"
"ENSMUSG00000045932 - Ifit2","ENSMUSG00000045932","Ifit2","15958"
"ENSMUSG00000074896 - Ifit3","ENSMUSG00000074896","Ifit3","15959"
"ENSMUSG00000079339 - Ifit1bl1","ENSMUSG00000079339","Ifit1bl1","667373"
"ENSMUSG00000062488 - Ifit3b","ENSMUSG00000062488","Ifit3b","667370"
"ENSMUSG00000067297 - Ifit1bl2","ENSMUSG00000067297","Ifit1bl2","112419"
"ENSMUSG00000034459 - Ifit1","ENSMUSG00000034459","Ifit1","15957"
"ENSMUSG00000009378 - Slc16a12","ENSMUSG00000009378","Slc16a12","240638"
"ENSMUSG00000033610 - Pank1","ENSMUSG00000033610","Pank1","75735"
"ENSMUSG00000024795 - Kif20b","ENSMUSG00000024795","Kif20b","240641"
"ENSMUSG00000094707 - A830019P07Rik","ENSMUSG00000094707","A830019P07Rik","329056"
"ENSMUSG00000024798 - Htr7","ENSMUSG00000024798","Htr7","15566"
"ENSMUSG00000024800 - Rpp30","ENSMUSG00000024800","Rpp30","54364"
"ENSMUSG00000024803 - Ankrd1","ENSMUSG00000024803","Ankrd1","107765"
"ENSMUSG00000024805 - Pcgf5","ENSMUSG00000024805","Pcgf5","76073"
"ENSMUSG00000114409 - Gm9042","ENSMUSG00000114409","Gm9042","668201"
"ENSMUSG00000041180 - Hectd2","ENSMUSG00000041180","Hectd2","226098"
"ENSMUSG00000067279 - Ppp1r3c","ENSMUSG00000067279","Ppp1r3c","53412"
"ENSMUSG00000024811 - Tnks2","ENSMUSG00000024811","Tnks2","74493"
"ENSMUSG00000047632 - Fgfbp3","ENSMUSG00000047632","Fgfbp3","72514"
"ENSMUSG00000040565 - Btaf1","ENSMUSG00000040565","Btaf1","107182"
"ENSMUSG00000039652 - Cpeb3","ENSMUSG00000039652","Cpeb3","208922"
"ENSMUSG00000023307 - Marchf5","ENSMUSG00000023307","Marchf5","69104"
"ENSMUSG00000056999 - Ide","ENSMUSG00000056999","Ide","15925"
"ENSMUSG00000080885 - Rpl10-ps6","ENSMUSG00000080885","Rpl10-ps6","100043010"
"ENSMUSG00000012443 - Kif11","ENSMUSG00000012443","Kif11","16551"
"ENSMUSG00000117988 - Gm8663","ENSMUSG00000117988","Gm8663","667490"
"ENSMUSG00000118211 - Gm46649","ENSMUSG00000118211","Gm46649","108168410"
"ENSMUSG00000024986 - Hhex","ENSMUSG00000024986","Hhex","15242"
"ENSMUSG00000053799 - Exoc6","ENSMUSG00000053799","Exoc6","107371"
"ENSMUSG00000062432 - Cyp26c1","ENSMUSG00000062432","Cyp26c1","546726"
"ENSMUSG00000024987 - Cyp26a1","ENSMUSG00000024987","Cyp26a1","13082"
"ENSMUSG00000117939 - Gm9067","ENSMUSG00000117939","Gm9067","668251"
"ENSMUSG00000048612 - Myof","ENSMUSG00000048612","Myof","226101"
"ENSMUSG00000024989 - Cep55","ENSMUSG00000024989","Cep55","74107"
"ENSMUSG00000054200 - Ffar4","ENSMUSG00000054200","Ffar4","107221"
"ENSMUSG00000024990 - Rbp4","ENSMUSG00000024990","Rbp4","19662"
"ENSMUSG00000054237 - Fra10ac1","ENSMUSG00000054237","Fra10ac1","70567"
"ENSMUSG00000067242 - Lgi1","ENSMUSG00000067242","Lgi1","56839"
"ENSMUSG00000044026 - Slc35g1","ENSMUSG00000044026","Slc35g1","240660"
"ENSMUSG00000024998 - Plce1","ENSMUSG00000024998","Plce1","74055"
"ENSMUSG00000117935 - Gm8717","ENSMUSG00000117935","Gm8717","667587"
"ENSMUSG00000024999 - Noc3l","ENSMUSG00000024999","Noc3l","57753"
"ENSMUSG00000048720 - Tbc1d12","ENSMUSG00000048720","Tbc1d12","209478"
"ENSMUSG00000025001 - Hells","ENSMUSG00000025001","Hells","15201"
"ENSMUSG00000114610 - Cyp2c52-ps","ENSMUSG00000114610","Cyp2c52-ps","209753"
"ENSMUSG00000025002 - Cyp2c55","ENSMUSG00000025002","Cyp2c55","72082"
"ENSMUSG00000067231 - Cyp2c65","ENSMUSG00000067231","Cyp2c65","72303"
"ENSMUSG00000062624 - Cyp2c67","ENSMUSG00000062624","Cyp2c67","545288"
"ENSMUSG00000074882 - Cyp2c68","ENSMUSG00000074882","Cyp2c68","433247"
"ENSMUSG00000025004 - Cyp2c40","ENSMUSG00000025004","Cyp2c40","13099"
"ENSMUSG00000092008 - Cyp2c69","ENSMUSG00000092008","Cyp2c69","100043108"
"ENSMUSG00000098091 - Gm16470","ENSMUSG00000098091","Gm16470","676923"
"ENSMUSG00000055044 - Pdlim1","ENSMUSG00000055044","Pdlim1","54132"
"ENSMUSG00000025006 - Sorbs1","ENSMUSG00000025006","Sorbs1","20411"
"ENSMUSG00000025007 - Aldh18a1","ENSMUSG00000025007","Aldh18a1","56454"
"ENSMUSG00000025008 - Tctn3","ENSMUSG00000025008","Tctn3","67590"
"ENSMUSG00000048120 - Entpd1","ENSMUSG00000048120","Entpd1","12495"
"ENSMUSG00000090041 - Gm16027","ENSMUSG00000090041","Gm16027","100417906"
"ENSMUSG00000108929 - Cc2d2b","ENSMUSG00000108929","Cc2d2b","668310"
"ENSMUSG00000025010 - Ccnj","ENSMUSG00000025010","Ccnj","240665"
"ENSMUSG00000049164 - Zfp518a","ENSMUSG00000049164","Zfp518a","72672"
"ENSMUSG00000061132 - Blnk","ENSMUSG00000061132","Blnk","17060"
"ENSMUSG00000025014 - Dntt","ENSMUSG00000025014","Dntt","21673"
"ENSMUSG00000025016 - Tm9sf3","ENSMUSG00000025016","Tm9sf3","107358"
"ENSMUSG00000025017 - Pik3ap1","ENSMUSG00000025017","Pik3ap1","83490"
"ENSMUSG00000025019 - Lcor","ENSMUSG00000025019","Lcor","212391"
"ENSMUSG00000098286 - Mir8091","ENSMUSG00000098286","Mir8091","102465884"
"ENSMUSG00000025020 - Slit1","ENSMUSG00000025020","Slit1","20562"
"ENSMUSG00000025154 - Arhgap19","ENSMUSG00000025154","Arhgap19","71085"
"ENSMUSG00000067199 - Frat1","ENSMUSG00000067199","Frat1","14296"
"ENSMUSG00000047604 - Frat2","ENSMUSG00000047604","Frat2","212398"
"ENSMUSG00000035049 - Rrp12","ENSMUSG00000035049","Rrp12","107094"
"ENSMUSG00000011752 - Pgam1","ENSMUSG00000011752","Pgam1","18648"
"ENSMUSG00000034321 - Exosc1","ENSMUSG00000034321","Exosc1","66583"
"ENSMUSG00000025157 - Zdhhc16","ENSMUSG00000025157","Zdhhc16","74168"
"ENSMUSG00000025159 - Mms19","ENSMUSG00000025159","Mms19","72199"
"ENSMUSG00000025171 - Ubtd1","ENSMUSG00000025171","Ubtd1","226122"
"ENSMUSG00000025172 - Ankrd2","ENSMUSG00000025172","Ankrd2","56642"
"ENSMUSG00000025176 - Hoga1","ENSMUSG00000025176","Hoga1","67432"
"ENSMUSG00000090369 - 4933411K16Rik","ENSMUSG00000090369","4933411K16Rik","66765"
"ENSMUSG00000049670 - Morn4","ENSMUSG00000049670","Morn4","226123"
"ENSMUSG00000025178 - Pi4k2a","ENSMUSG00000025178","Pi4k2a","84095"
"ENSMUSG00000018821 - Avpi1","ENSMUSG00000018821","Avpi1","69534"
"ENSMUSG00000044345 - Marveld1","ENSMUSG00000044345","Marveld1","277010"
"ENSMUSG00000117856 - Gm6937","ENSMUSG00000117856","Gm6937","628994"
"ENSMUSG00000018820 - Zfyve27","ENSMUSG00000018820","Zfyve27","319740"
"ENSMUSG00000018822 - Sfrp5","ENSMUSG00000018822","Sfrp5","54612"
"ENSMUSG00000042532 - Golga7b","ENSMUSG00000042532","Golga7b","71146"
"ENSMUSG00000042401 - Crtac1","ENSMUSG00000042401","Crtac1","72832"
"ENSMUSG00000025184 - R3hcc1l","ENSMUSG00000025184","R3hcc1l","52013"
"ENSMUSG00000025185 - Loxl4","ENSMUSG00000025185","Loxl4","67573"
"ENSMUSG00000060224 - Pyroxd2","ENSMUSG00000060224","Pyroxd2","74580"
"ENSMUSG00000025188 - Hps1","ENSMUSG00000025188","Hps1","192236"
"ENSMUSG00000090235 - Gm16244","ENSMUSG00000090235","Gm16244","102637720"
"ENSMUSG00000074852 - Hpse2","ENSMUSG00000074852","Hpse2","545291"
"ENSMUSG00000025189 - Cnnm1","ENSMUSG00000025189","Cnnm1","83674"
"ENSMUSG00000025190 - Got1","ENSMUSG00000025190","Got1","14718"
"ENSMUSG00000044220 - Nkx2-3","ENSMUSG00000044220","Nkx2-3","18089"
"ENSMUSG00000040414 - Slc25a28","ENSMUSG00000040414","Slc25a28","246696"
"ENSMUSG00000117698 - BC037704","ENSMUSG00000117698","BC037704","100502982"
"ENSMUSG00000025192 - Entpd7","ENSMUSG00000025192","Entpd7","93685"
"ENSMUSG00000040018 - Cox15","ENSMUSG00000040018","Cox15","226139"
"ENSMUSG00000025193 - Cutc","ENSMUSG00000025193","Cutc","66388"
"ENSMUSG00000025194 - Abcc2","ENSMUSG00000025194","Abcc2","12780"
"ENSMUSG00000025195 - Dnmbp","ENSMUSG00000025195","Dnmbp","71972"
"ENSMUSG00000088490 - Gm24400","ENSMUSG00000088490","Gm24400","115489076"
"ENSMUSG00000025196 - Cpn1","ENSMUSG00000025196","Cpn1","93721"
"ENSMUSG00000025197 - Cyp2c23","ENSMUSG00000025197","Cyp2c23","226143"
"ENSMUSG00000025198 - Erlin1","ENSMUSG00000025198","Erlin1","226144"
"ENSMUSG00000025199 - Chuk","ENSMUSG00000025199","Chuk","12675"
"ENSMUSG00000025200 - Cwf19l1","ENSMUSG00000025200","Cwf19l1","72502"
"ENSMUSG00000057506 - Bloc1s2","ENSMUSG00000057506","Bloc1s2","73689"
"ENSMUSG00000037578 - Pkd2l1","ENSMUSG00000037578","Pkd2l1","329064"
"ENSMUSG00000025202 - Scd3","ENSMUSG00000025202","Scd3","30049"
"ENSMUSG00000118217 - Gm6951","ENSMUSG00000118217","Gm6951","629152"
"ENSMUSG00000025203 - Scd2","ENSMUSG00000025203","Scd2","20250"
"ENSMUSG00000050195 - Scd4","ENSMUSG00000050195","Scd4","329065"
"ENSMUSG00000037071 - Scd1","ENSMUSG00000037071","Scd1","20249"
"ENSMUSG00000036961 - Wnt8b","ENSMUSG00000036961","Wnt8b","22423"
"ENSMUSG00000051984 - Sec31b","ENSMUSG00000051984","Sec31b","240667"
"ENSMUSG00000025204 - Ndufb8","ENSMUSG00000025204","Ndufb8","67264"
"ENSMUSG00000036450 - Hif1an","ENSMUSG00000036450","Hif1an","319594"
"ENSMUSG00000004231 - Pax2","ENSMUSG00000004231","Pax2","18504"
"ENSMUSG00000036097 - Slf2","ENSMUSG00000036097","Slf2","226151"
"ENSMUSG00000025207 - Sema4g","ENSMUSG00000025207","Sema4g","26456"
"ENSMUSG00000025208 - Mrpl43","ENSMUSG00000025208","Mrpl43","94067"
"ENSMUSG00000025209 - Twnk","ENSMUSG00000025209","Twnk","226153"
"ENSMUSG00000035342 - Lzts2","ENSMUSG00000035342","Lzts2","226154"
"ENSMUSG00000074818 - Pdzd7","ENSMUSG00000074818","Pdzd7","100503041"
"ENSMUSG00000025212 - Sfxn3","ENSMUSG00000025212","Sfxn3","94280"
"ENSMUSG00000025213 - Kazald1","ENSMUSG00000025213","Kazald1","107250"
"ENSMUSG00000025215 - Tlx1","ENSMUSG00000025215","Tlx1","21908"
"ENSMUSG00000025217 - Btrc","ENSMUSG00000025217","Btrc","12234"
"ENSMUSG00000057605 - Gm6807","ENSMUSG00000057605","Gm6807","627889"
"ENSMUSG00000025218 - Poll","ENSMUSG00000025218","Poll","56626"
"ENSMUSG00000041035 - Dpcd","ENSMUSG00000041035","Dpcd","226162"
"ENSMUSG00000040913 - Fbxw4","ENSMUSG00000040913","Fbxw4","30838"
"ENSMUSG00000025219 - Fgf8","ENSMUSG00000025219","Fgf8","14179"
"ENSMUSG00000056209 - Npm3","ENSMUSG00000056209","Npm3","18150"
"ENSMUSG00000025220 - Oga","ENSMUSG00000025220","Oga","76055"
"ENSMUSG00000025221 - Kcnip2","ENSMUSG00000025221","Kcnip2","80906"
"ENSMUSG00000039901 - Armh3","ENSMUSG00000039901","Armh3","71617"
"ENSMUSG00000097690 - 4930505N22Rik","ENSMUSG00000097690","4930505N22Rik","100174921"
"ENSMUSG00000074811 - Hps6","ENSMUSG00000074811","Hps6","20170"
"ENSMUSG00000025223 - Ldb1","ENSMUSG00000025223","Ldb1","16825"
"ENSMUSG00000055491 - Pprc1","ENSMUSG00000055491","Pprc1","226169"
"ENSMUSG00000015176 - Nolc1","ENSMUSG00000015176","Nolc1","70769"
"ENSMUSG00000025224 - Gbf1","ENSMUSG00000025224","Gbf1","107338"
"ENSMUSG00000118087 - 4833438C02Rik","ENSMUSG00000118087","4833438C02Rik","100503392"
"ENSMUSG00000025225 - Nfkb2","ENSMUSG00000025225","Nfkb2","18034"
"ENSMUSG00000037126 - Psd","ENSMUSG00000037126","Psd","73728"
"ENSMUSG00000025226 - Fbxl15","ENSMUSG00000025226","Fbxl15","68431"
"ENSMUSG00000036748 - Cuedc2","ENSMUSG00000036748","Cuedc2","67116"
"ENSMUSG00000025227 - Mfsd13a","ENSMUSG00000025227","Mfsd13a","75146"
"ENSMUSG00000065204 - Gm24610","ENSMUSG00000065204","Gm24610","115489091"
"ENSMUSG00000025228 - Actr1a","ENSMUSG00000025228","Actr1a","54130"
"ENSMUSG00000025231 - Sufu","ENSMUSG00000025231","Sufu","24069"
"ENSMUSG00000025034 - Trim8","ENSMUSG00000025034","Trim8","93679"
"ENSMUSG00000025035 - Arl3","ENSMUSG00000025035","Arl3","56350"
"ENSMUSG00000025036 - Sfxn2","ENSMUSG00000025036","Sfxn2","94279"
"ENSMUSG00000047731 - Wbp1l","ENSMUSG00000047731","Wbp1l","226178"
"ENSMUSG00000097937 - Gm6967","ENSMUSG00000097937","Gm6967","629359"
"ENSMUSG00000062376 - Borcs7","ENSMUSG00000062376","Borcs7","66439"
"ENSMUSG00000003559 - As3mt","ENSMUSG00000003559","As3mt","57344"
"ENSMUSG00000064105 - Cnnm2","ENSMUSG00000064105","Cnnm2","94219"
"ENSMUSG00000025041 - Nt5c2","ENSMUSG00000025041","Nt5c2","76952"
"ENSMUSG00000034336 - Ina","ENSMUSG00000034336","Ina","226180"
"ENSMUSG00000025050 - Pcgf6","ENSMUSG00000025050","Pcgf6","71041"
"ENSMUSG00000025049 - Taf5","ENSMUSG00000025049","Taf5","226182"
"ENSMUSG00000071528 - Atp5mk","ENSMUSG00000071528","Atp5mk","66477"
"ENSMUSG00000025047 - Pdcd11","ENSMUSG00000025047","Pdcd11","18572"
"ENSMUSG00000033033 - Calhm2","ENSMUSG00000033033","Calhm2","72691"
"ENSMUSG00000094219 - Calhm3","ENSMUSG00000094219","Calhm3","240669"
"ENSMUSG00000091230 - H1f11-ps","ENSMUSG00000091230","H1f11-ps","629389"
"ENSMUSG00000006435 - Neurl1a","ENSMUSG00000006435","Neurl1a","18011"
"ENSMUSG00000053617 - Sh3pxd2a","ENSMUSG00000053617","Sh3pxd2a","14218"
"ENSMUSG00000042694 - Stn1","ENSMUSG00000042694","Stn1","108689"
"ENSMUSG00000097990 - Gm19557","ENSMUSG00000097990","Gm19557","100503104"
"ENSMUSG00000025060 - Slk","ENSMUSG00000025060","Slk","20874"
"ENSMUSG00000025064 - Col17a1","ENSMUSG00000025064","Col17a1","12821"
"ENSMUSG00000025066 - Sfr1","ENSMUSG00000025066","Sfr1","67788"
"ENSMUSG00000044948 - Cfap43","ENSMUSG00000044948","Cfap43","100048534"
"ENSMUSG00000025068 - Gsto1","ENSMUSG00000025068","Gsto1","14873"
"ENSMUSG00000025069 - Gsto2","ENSMUSG00000025069","Gsto2","68214"
"ENSMUSG00000117975 - Itprip","ENSMUSG00000117975","Itprip","414801"
"ENSMUSG00000063434 - Sorcs3","ENSMUSG00000063434","Sorcs3","66673"
"ENSMUSG00000062083 - Rpl13a-ps1","ENSMUSG00000062083","Rpl13a-ps1","433251"
"ENSMUSG00000043531 - Sorcs1","ENSMUSG00000043531","Sorcs1","58178"
"ENSMUSG00000117896 - AA387883","ENSMUSG00000117896","AA387883","100043450"
"ENSMUSG00000025027 - Xpnpep1","ENSMUSG00000025027","Xpnpep1","170750"
"ENSMUSG00000099988 - 1700054A03Rik","ENSMUSG00000099988","1700054A03Rik","78457"
"ENSMUSG00000118233 - Gm30381","ENSMUSG00000118233","Gm30381","102632253"
"ENSMUSG00000025026 - Add3","ENSMUSG00000025026","Add3","27360"
"ENSMUSG00000118314 - 1700001K23Rik","ENSMUSG00000118314","1700001K23Rik","69319"
"ENSMUSG00000025025 - Mxi1","ENSMUSG00000025025","Mxi1","17859"
"ENSMUSG00000025024 - Smndc1","ENSMUSG00000025024","Smndc1","76479"
"ENSMUSG00000097779 - 4833407H14Rik","ENSMUSG00000097779","4833407H14Rik","73899"
"ENSMUSG00000034765 - Dusp5","ENSMUSG00000034765","Dusp5","240672"
"ENSMUSG00000071497 - Nutf2-ps1","ENSMUSG00000071497","Nutf2-ps1","100043462"
"ENSMUSG00000024974 - Smc3","ENSMUSG00000024974","Smc3","13006"
"ENSMUSG00000043639 - Rbm20","ENSMUSG00000043639","Rbm20","73713"
"ENSMUSG00000089679 - Gm16299","ENSMUSG00000089679","Gm16299","102641509"
"ENSMUSG00000024975 - Pdcd4","ENSMUSG00000024975","Pdcd4","18569"
"ENSMUSG00000084957 - Bbip1","ENSMUSG00000084957","Bbip1","100503572"
"ENSMUSG00000024976 - Shoc2","ENSMUSG00000024976","Shoc2","56392"
"ENSMUSG00000033717 - Adra2a","ENSMUSG00000033717","Adra2a","11551"
"ENSMUSG00000024978 - Gpam","ENSMUSG00000024978","Gpam","14732"
"ENSMUSG00000055523 - Gucy2g","ENSMUSG00000055523","Gucy2g","73707"
"ENSMUSG00000024981 - Acsl5","ENSMUSG00000024981","Acsl5","433256"
"ENSMUSG00000024982 - Zdhhc6","ENSMUSG00000024982","Zdhhc6","66980"
"ENSMUSG00000024983 - Vti1a","ENSMUSG00000024983","Vti1a","53611"
"ENSMUSG00000024985 - Tcf7l2","ENSMUSG00000024985","Tcf7l2","21416"
"ENSMUSG00000025075 - Habp2","ENSMUSG00000025075","Habp2","226243"
"ENSMUSG00000049134 - Nrap","ENSMUSG00000049134","Nrap","18175"
"ENSMUSG00000025076 - Casp7","ENSMUSG00000025076","Casp7","12369"
"ENSMUSG00000035818 - Plekhs1","ENSMUSG00000035818","Plekhs1","226245"
"ENSMUSG00000025077 - Dclre1a","ENSMUSG00000025077","Dclre1a","55947"
"ENSMUSG00000025078 - Nhlrc2","ENSMUSG00000025078","Nhlrc2","66866"
"ENSMUSG00000035283 - Adrb1","ENSMUSG00000035283","Adrb1","11554"
"ENSMUSG00000035173 - Ccdc186","ENSMUSG00000035173","Ccdc186","213993"
"ENSMUSG00000025081 - Tdrd1","ENSMUSG00000025081","Tdrd1","83561"
"ENSMUSG00000025082 - Vwa2","ENSMUSG00000025082","Vwa2","240675"
"ENSMUSG00000025083 - Afap1l2","ENSMUSG00000025083","Afap1l2","226250"
"ENSMUSG00000025085 - Ablim1","ENSMUSG00000025085","Ablim1","226251"
"ENSMUSG00000097785 - B230217O12Rik","ENSMUSG00000097785","B230217O12Rik","320879"
"ENSMUSG00000033478 - Fhip2a","ENSMUSG00000033478","Fhip2a","226252"
"ENSMUSG00000025086 - Trub1","ENSMUSG00000025086","Trub1","72133"
"ENSMUSG00000117655 - 6720468P15Rik","ENSMUSG00000117655","6720468P15Rik","78073"
"ENSMUSG00000054843 - Atrnl1","ENSMUSG00000054843","Atrnl1","226255"
"ENSMUSG00000025089 - Gfra1","ENSMUSG00000025089","Gfra1","14585"
"ENSMUSG00000046008 - Pnlip","ENSMUSG00000046008","Pnlip","69060"
"ENSMUSG00000042179 - Pnliprp1","ENSMUSG00000042179","Pnliprp1","18946"
"ENSMUSG00000025091 - Pnliprp2","ENSMUSG00000025091","Pnliprp2","18947"
"ENSMUSG00000026931 - Spmip5","ENSMUSG00000026931","Spmip5","67507"
"ENSMUSG00000025092 - Hspa12a","ENSMUSG00000025092","Hspa12a","73442"
"ENSMUSG00000048029 - Eno4","ENSMUSG00000048029","Eno4","226265"
"ENSMUSG00000041362 - Shtn1","ENSMUSG00000041362","Shtn1","71653"
"ENSMUSG00000118377 - Gm9276","ENSMUSG00000118377","Gm9276","668626"
"ENSMUSG00000025094 - Slc18a2","ENSMUSG00000025094","Slc18a2","214084"
"ENSMUSG00000074746 - Pdzd8","ENSMUSG00000074746","Pdzd8","107368"
"ENSMUSG00000067038 - Rps12-ps3","ENSMUSG00000067038","Rps12-ps3","100034727"
"ENSMUSG00000040022 - Rab11fip2","ENSMUSG00000040022","Rab11fip2","74998"
"ENSMUSG00000053117 - E330013P04Rik","ENSMUSG00000053117","E330013P04Rik","107376"
"ENSMUSG00000057858 - Fam204a","ENSMUSG00000057858","Fam204a","76539"
"ENSMUSG00000033417 - Cacul1","ENSMUSG00000033417","Cacul1","78832"
"ENSMUSG00000072437 - Nanos1","ENSMUSG00000072437","Nanos1","332397"
"ENSMUSG00000024991 - Eif3a","ENSMUSG00000024991","Eif3a","13669"
"ENSMUSG00000024993 - Dennd10","ENSMUSG00000024993","Dennd10","67894"
"ENSMUSG00000063698 - Sfxn4","ENSMUSG00000063698","Sfxn4","94281"
"ENSMUSG00000024997 - Prdx3","ENSMUSG00000024997","Prdx3","11757"
"ENSMUSG00000003228 - Grk5","ENSMUSG00000003228","Grk5","14773"
"ENSMUSG00000074733 - Zfp950","ENSMUSG00000074733","Zfp950","414758"
"ENSMUSG00000059326 - Csf2ra","ENSMUSG00000059326","Csf2ra","12982"
"ENSMUSG00000064341 - ND1","ENSMUSG00000064341","ND1","17716"
"ENSMUSG00000064345 - ND2","ENSMUSG00000064345","ND2","17717"
"ENSMUSG00000064351 - COX1","ENSMUSG00000064351","COX1","17708"
"ENSMUSG00000064354 - COX2","ENSMUSG00000064354","COX2","17709"
"ENSMUSG00000064356 - ATP8","ENSMUSG00000064356","ATP8","17706"
"ENSMUSG00000064357 - ATP6","ENSMUSG00000064357","ATP6","17705"
"ENSMUSG00000064358 - COX3","ENSMUSG00000064358","COX3","17710"
"ENSMUSG00000064360 - ND3","ENSMUSG00000064360","ND3","17718"
